VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE8.x, in_ATTRIBUTE8.y, in_ATTRIBUTE8.z, in_ATTRIBUTE8.w, in_ATTRIBUTE9.x, in_ATTRIBUTE9.y, in_ATTRIBUTE9.z, in_ATTRIBUTE9.w, in_ATTRIBUTE10.x, in_ATTRIBUTE10.y, in_ATTRIBUTE10.z, in_ATTRIBUTE10.w, in_ATTRIBUTE11.x, in_ATTRIBUTE11.y, in_ATTRIBUTE11.z, in_ATTRIBUTE11.w
2701, 462,  40.35886, -395.25876,  27.48934,  0.99213,  0.00, -0.11811,  1.00,  0.11811, -0.08661,  0.99213,  1.00,  0.53271,  0.1781,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2702, 461,  80.95323, -359.2157,  67.93427,  0.91339, -0.03937,  0.40945,  1.00, -0.29134, -0.76378,  0.5748,  1.00,  0.56543,  0.20752,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2703, 510,  53.14529, -410.92685,  29.83339,  1.00,  0.00,  0.08661,  1.00, -0.08661,  0.00,  1.00,  1.00,  0.54297,  0.16541,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2704, 516,  92.11314, -406.7189,  43.48832,  0.86614,  0.00,  0.50394,  1.00, -0.50394, -0.11024,  0.85827,  1.00,  0.57471,  0.16882,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2705, 512,  108.51192, -429.25589,  57.45237,  0.9685,  0.00,  0.24409,  1.00, -0.23622, -0.04724,  0.9685,  1.00,  0.58789,  0.15039,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2706, 516,  92.11314, -406.7189,  43.48832,  0.86614,  0.00,  0.50394,  1.00, -0.50394, -0.11024,  0.85827,  1.00,  0.57471,  0.16882,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2707, 510,  53.14529, -410.92685,  29.83339,  1.00,  0.00,  0.08661,  1.00, -0.08661,  0.00,  1.00,  1.00,  0.54297,  0.16541,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2708, 515,  84.94885, -380.83124,  47.66291,  0.82677, -0.01575,  0.56693,  1.00, -0.50394, -0.47244,  0.72441,  1.00,  0.56885,  0.18982,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2709, 514,  146.09686, -494.09558,  29.68773,  1.00,  0.00,  0.07087,  1.00, -0.07087, -0.27559,  0.96063,  1.00,  0.61865,  0.09766,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2710, 512,  108.51192, -429.25589,  57.45237,  0.9685,  0.00,  0.24409,  1.00, -0.23622, -0.04724,  0.9685,  1.00,  0.58789,  0.15039,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2711, 517,  141.83319, -459.1701,  41.78066,  1.00,  0.01575,  0.08661,  1.00, -0.07087, -0.49606,  0.86614,  1.00,  0.61523,  0.1261,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2712, 518,  134.46805, -419.59723,  64.21034,  0.88189,  0.00,  0.47244,  1.00, -0.40157, -0.51969,  0.75591,  1.00,  0.60938,  0.15833,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2713, 512,  108.51192, -429.25589,  57.45237,  0.9685,  0.00,  0.24409,  1.00, -0.23622, -0.04724,  0.9685,  1.00,  0.58789,  0.15039,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2714, 516,  92.11314, -406.7189,  43.48832,  0.86614,  0.00,  0.50394,  1.00, -0.50394, -0.11024,  0.85827,  1.00,  0.57471,  0.16882,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2715, 517,  141.83319, -459.1701,  41.78066,  1.00,  0.01575,  0.08661,  1.00, -0.07087, -0.49606,  0.86614,  1.00,  0.61523,  0.1261,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2716, 512,  108.51192, -429.25589,  57.45237,  0.9685,  0.00,  0.24409,  1.00, -0.23622, -0.04724,  0.9685,  1.00,  0.58789,  0.15039,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2717, 518,  134.46805, -419.59723,  64.21034,  0.88189,  0.00,  0.47244,  1.00, -0.40157, -0.51969,  0.75591,  1.00,  0.60938,  0.15833,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2718, 516,  92.11314, -406.7189,  43.48832,  0.86614,  0.00,  0.50394,  1.00, -0.50394, -0.11024,  0.85827,  1.00,  0.57471,  0.16882,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2719, 515,  84.94885, -380.83124,  47.66291,  0.82677, -0.01575,  0.56693,  1.00, -0.50394, -0.47244,  0.72441,  1.00,  0.56885,  0.18982,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2720, 519,  121.59653, -367.1001,  129.85176,  0.79528, -0.0315,  0.61417,  1.00, -0.59843, -0.25984,  0.76378,  1.00,  0.59863,  0.20105,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2721, 516,  92.11314, -406.7189,  43.48832,  0.86614,  0.00,  0.50394,  1.00, -0.50394, -0.11024,  0.85827,  1.00,  0.57471,  0.16882,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2722, 519,  121.59653, -367.1001,  129.85176,  0.79528, -0.0315,  0.61417,  1.00, -0.59843, -0.25984,  0.76378,  1.00,  0.59863,  0.20105,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2723, 518,  134.46805, -419.59723,  64.21034,  0.88189,  0.00,  0.47244,  1.00, -0.40157, -0.51969,  0.75591,  1.00,  0.60938,  0.15833,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2724, 520,  110.07307, -355.5567,  105.69316,  0.5748, -0.00787,  0.8189,  1.00, -0.74016, -0.44094,  0.51181,  1.00,  0.58936,  0.21045,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2725, 515,  84.94885, -380.83124,  47.66291,  0.82677, -0.01575,  0.56693,  1.00, -0.50394, -0.47244,  0.72441,  1.00,  0.56885,  0.18982,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2726, 461,  80.95323, -359.2157,  67.93427,  0.91339, -0.03937,  0.40945,  1.00, -0.29134, -0.76378,  0.5748,  1.00,  0.56543,  0.20752,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2727, 519,  121.59653, -367.1001,  129.85176,  0.79528, -0.0315,  0.61417,  1.00, -0.59843, -0.25984,  0.76378,  1.00,  0.59863,  0.20105,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2728, 515,  84.94885, -380.83124,  47.66291,  0.82677, -0.01575,  0.56693,  1.00, -0.50394, -0.47244,  0.72441,  1.00,  0.56885,  0.18982,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2729, 520,  110.07307, -355.5567,  105.69316,  0.5748, -0.00787,  0.8189,  1.00, -0.74016, -0.44094,  0.51181,  1.00,  0.58936,  0.21045,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2730, 520,  110.07307, -355.5567,  105.69316,  0.5748, -0.00787,  0.8189,  1.00, -0.74016, -0.44094,  0.51181,  1.00,  0.58936,  0.21045,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2731, 461,  80.95323, -359.2157,  67.93427,  0.91339, -0.03937,  0.40945,  1.00, -0.29134, -0.76378,  0.5748,  1.00,  0.56543,  0.20752,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2732, 521,  98.99688, -334.93842,  129.15808,  0.74803,  0.00,  0.66142,  1.00, -0.50394, -0.65354,  0.56693,  1.00,  0.58057,  0.22717,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2733, 461,  80.95323, -359.2157,  67.93427,  0.91339, -0.03937,  0.40945,  1.00, -0.29134, -0.76378,  0.5748,  1.00,  0.56543,  0.20752,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2734, 454,  88.02923, -318.13651,  139.4926,  0.96063,  0.00787,  0.28346,  1.00, -0.22835, -0.54331,  0.80315,  1.00,  0.57129,  0.24097,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2735, 521,  98.99688, -334.93842,  129.15808,  0.74803,  0.00,  0.66142,  1.00, -0.50394, -0.65354,  0.56693,  1.00,  0.58057,  0.22717,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2736, 519,  121.59653, -367.1001,  129.85176,  0.79528, -0.0315,  0.61417,  1.00, -0.59843, -0.25984,  0.76378,  1.00,  0.59863,  0.20105,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2737, 520,  110.07307, -355.5567,  105.69316,  0.5748, -0.00787,  0.8189,  1.00, -0.74016, -0.44094,  0.51181,  1.00,  0.58936,  0.21045,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2738, 522,  153.9913, -349.4613,  152.64012,  1.00, -0.01575,  0.06299,  1.00, -0.05512, -0.73228,  0.68504,  1.00,  0.625,  0.21545,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2739, 521,  98.99688, -334.93842,  129.15808,  0.74803,  0.00,  0.66142,  1.00, -0.50394, -0.65354,  0.56693,  1.00,  0.58057,  0.22717,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2740, 454,  88.02923, -318.13651,  139.4926,  0.96063,  0.00787,  0.28346,  1.00, -0.22835, -0.54331,  0.80315,  1.00,  0.57129,  0.24097,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2741, 523,  113.54117, -314.8074,  143.11684,  0.77953, -0.00787,  0.62205,  1.00, -0.59843, -0.30709,  0.74016,  1.00,  0.59229,  0.24365,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2742, 454,  88.02923, -318.13651,  139.4926,  0.96063,  0.00787,  0.28346,  1.00, -0.22835, -0.54331,  0.80315,  1.00,  0.57129,  0.24097,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2743, 452,  97.69709, -300.05957,  145.93047,  0.92913,  0.02362,  0.37008,  1.00, -0.25197, -0.66929,  0.69291,  1.00,  0.5791,  0.25562,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2744, 523,  113.54117, -314.8074,  143.11684,  0.77953, -0.00787,  0.62205,  1.00, -0.59843, -0.30709,  0.74016,  1.00,  0.59229,  0.24365,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2745, 520,  110.07307, -355.5567,  105.69316,  0.5748, -0.00787,  0.8189,  1.00, -0.74016, -0.44094,  0.51181,  1.00,  0.58936,  0.21045,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2746, 521,  98.99688, -334.93842,  129.15808,  0.74803,  0.00,  0.66142,  1.00, -0.50394, -0.65354,  0.56693,  1.00,  0.58057,  0.22717,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2747, 524,  137.51813, -337.11862,  161.17766,  0.88189, -0.00787,  0.48031,  1.00, -0.33071, -0.73228,  0.59843,  1.00,  0.61182,  0.22546,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2748, 522,  153.9913, -349.4613,  152.64012,  1.00, -0.01575,  0.06299,  1.00, -0.05512, -0.73228,  0.68504,  1.00,  0.625,  0.21545,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2749, 520,  110.07307, -355.5567,  105.69316,  0.5748, -0.00787,  0.8189,  1.00, -0.74016, -0.44094,  0.51181,  1.00,  0.58936,  0.21045,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2750, 524,  137.51813, -337.11862,  161.17766,  0.88189, -0.00787,  0.48031,  1.00, -0.33071, -0.73228,  0.59843,  1.00,  0.61182,  0.22546,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2751, 524,  137.51813, -337.11862,  161.17766,  0.88189, -0.00787,  0.48031,  1.00, -0.33071, -0.73228,  0.59843,  1.00,  0.61182,  0.22546,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2752, 521,  98.99688, -334.93842,  129.15808,  0.74803,  0.00,  0.66142,  1.00, -0.50394, -0.65354,  0.56693,  1.00,  0.58057,  0.22717,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2753, 525,  149.26003, -315.07513,  194.25163,  0.89764, -0.06299,  0.44094,  1.00, -0.3937, -0.55906,  0.73228,  1.00,  0.62109,  0.24341,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2754, 521,  98.99688, -334.93842,  129.15808,  0.74803,  0.00,  0.66142,  1.00, -0.50394, -0.65354,  0.56693,  1.00,  0.58057,  0.22717,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2755, 523,  113.54117, -314.8074,  143.11684,  0.77953, -0.00787,  0.62205,  1.00, -0.59843, -0.30709,  0.74016,  1.00,  0.59229,  0.24365,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2756, 525,  149.26003, -315.07513,  194.25163,  0.89764, -0.06299,  0.44094,  1.00, -0.3937, -0.55906,  0.73228,  1.00,  0.62109,  0.24341,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2757, 522,  153.9913, -349.4613,  152.64012,  1.00, -0.01575,  0.06299,  1.00, -0.05512, -0.73228,  0.68504,  1.00,  0.625,  0.21545,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2758, 524,  137.51813, -337.11862,  161.17766,  0.88189, -0.00787,  0.48031,  1.00, -0.33071, -0.73228,  0.59843,  1.00,  0.61182,  0.22546,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2759, 526,  171.69241, -330.00772,  169.47771,  1.00, -0.00787, -0.05512,  1.00,  0.0315, -0.75591,  0.65354,  1.00,  0.63965,  0.2312,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2760, 526,  171.69241, -330.00772,  169.47771,  1.00, -0.00787, -0.05512,  1.00,  0.0315, -0.75591,  0.65354,  1.00,  0.63965,  0.2312,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2761, 524,  137.51813, -337.11862,  161.17766,  0.88189, -0.00787,  0.48031,  1.00, -0.33071, -0.73228,  0.59843,  1.00,  0.61182,  0.22546,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2762, 525,  149.26003, -315.07513,  194.25163,  0.89764, -0.06299,  0.44094,  1.00, -0.3937, -0.55906,  0.73228,  1.00,  0.62109,  0.24341,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2763, 527,  113.45958, -295.91611,  178.71068,  0.88976, -0.02362,  0.44882,  1.00, -0.27559, -0.8189,  0.50394,  1.00,  0.59229,  0.25903,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2764, 523,  113.54117, -314.8074,  143.11684,  0.77953, -0.00787,  0.62205,  1.00, -0.59843, -0.30709,  0.74016,  1.00,  0.59229,  0.24365,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2765, 452,  97.69709, -300.05957,  145.93047,  0.92913,  0.02362,  0.37008,  1.00, -0.25197, -0.66929,  0.69291,  1.00,  0.5791,  0.25562,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2766, 452,  97.69709, -300.05957,  145.93047,  0.92913,  0.02362,  0.37008,  1.00, -0.25197, -0.66929,  0.69291,  1.00,  0.5791,  0.25562,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2767, 448,  83.46503, -279.44269,  178.32997,  0.81102,  0.00,  0.58268,  1.00, -0.51969, -0.45669,  0.72441,  1.00,  0.56787,  0.27246,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2768, 527,  113.45958, -295.91611,  178.71068,  0.88976, -0.02362,  0.44882,  1.00, -0.27559, -0.8189,  0.50394,  1.00,  0.59229,  0.25903,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2769, 523,  113.54117, -314.8074,  143.11684,  0.77953, -0.00787,  0.62205,  1.00, -0.59843, -0.30709,  0.74016,  1.00,  0.59229,  0.24365,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2770, 528,  143.12573, -286.67197,  197.20549,  0.89764, -0.03937,  0.44094,  1.00, -0.3622, -0.62205,  0.69291,  1.00,  0.61621,  0.26636,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2771, 525,  149.26003, -315.07513,  194.25163,  0.89764, -0.06299,  0.44094,  1.00, -0.3937, -0.55906,  0.73228,  1.00,  0.62109,  0.24341,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2772, 523,  113.54117, -314.8074,  143.11684,  0.77953, -0.00787,  0.62205,  1.00, -0.59843, -0.30709,  0.74016,  1.00,  0.59229,  0.24365,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2773, 527,  113.45958, -295.91611,  178.71068,  0.88976, -0.02362,  0.44882,  1.00, -0.27559, -0.8189,  0.50394,  1.00,  0.59229,  0.25903,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2774, 528,  143.12573, -286.67197,  197.20549,  0.89764, -0.03937,  0.44094,  1.00, -0.3622, -0.62205,  0.69291,  1.00,  0.61621,  0.26636,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2775, 448,  83.46503, -279.44269,  178.32997,  0.81102,  0.00,  0.58268,  1.00, -0.51969, -0.45669,  0.72441,  1.00,  0.56787,  0.27246,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2776, 529,  108.60648, -269.86261,  201.18645,  0.69291,  0.00,  0.72441,  1.00, -0.65354, -0.4252,  0.62205,  1.00,  0.58838,  0.28027,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2777, 527,  113.45958, -295.91611,  178.71068,  0.88976, -0.02362,  0.44882,  1.00, -0.27559, -0.8189,  0.50394,  1.00,  0.59229,  0.25903,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2778, 529,  108.60648, -269.86261,  201.18645,  0.69291,  0.00,  0.72441,  1.00, -0.65354, -0.4252,  0.62205,  1.00,  0.58838,  0.28027,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2779, 448,  83.46503, -279.44269,  178.32997,  0.81102,  0.00,  0.58268,  1.00, -0.51969, -0.45669,  0.72441,  1.00,  0.56787,  0.27246,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2780, 445,  77.7906, -237.49373,  169.17717,  0.79528,  0.00,  0.61417,  1.00, -0.61417, -0.03937,  0.7874,  1.00,  0.56299,  0.3064,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
